站名,车站地址,铁路局,类别,性质,省,市,lng火星,lat火星,WGS84_Lng,WGS84_Lat,BD_Lng,BD_Lat
龙池,重庆市秀山县妙泉乡刘家寨村,成都铁路局, ,乘降所,重庆,秀山土家族苗族自治县,109.049927,28.602974,109.045293,28.606152,109.05651634237,28.6086477743899
秀山,重庆市秀山县中和镇站前大道,成都铁路局, ,客运站,重庆,秀山土家族苗族自治县,109.015553999999,28.446282,109.011052,28.449608,109.02214111623,28.451948011821
柏林,重庆市永川区何埂镇石笋山村,成都铁路局, ,乘降所,重庆,永川区,105.947402999999,29.164515,105.943884999999,29.167604,105.953799549017,29.1708209289805
永川,重庆市永川区火车站南路38号,成都铁路局, ,客运站,重庆,永川区,105.900471,29.3410079999999,105.897004999999,29.344021,105.90687004603,29.3473078145249
临江场,重庆市永川区临江镇九龙村转窝沱社,成都铁路局, ,乘降所,重庆,永川区,105.950365,29.2301089999999,105.946834999999,29.2331439999999,105.956756598133,29.2364144316307
长潭沟,重庆市酉阳县泔溪镇大板村,成都铁路局, ,乘降所,重庆,酉阳土家族苗族自治县,108.977588,29.0679669999999,108.973195,29.0710179999999,108.984153811604,29.0736297690975
泔溪,重庆市酉阳县泔溪镇泔溪村,成都铁路局, ,乘降所,重庆,酉阳土家族苗族自治县,108.94323,28.9774439999999,108.938958,28.98065,108.949806728721,28.9831183425219
酉阳,重庆市酉阳县龙潭镇梅树村,成都铁路局, ,客运站,重庆,酉阳土家族苗族自治县,108.962109,28.808346,108.95779,28.81164,108.968691527008,28.8140157896664
重庆北,重庆市渝北区昆仑大道51号附8号,成都铁路局, ,客运站,重庆,渝北区,106.550937,29.60778,106.547216,29.610613,106.557440542624,29.6137326398714
重庆,重庆市渝中区南区路240号,成都铁路局, ,客运站,重庆,渝中区,106.547488,29.5498809999999,106.543764,29.552726,106.553990223567,29.5558374039574
长寿北,重庆市长寿区渡舟镇,成都铁路局, ,客运站,重庆,长寿区,107.075367,29.879991,107.07091,29.8824639999999,107.081938056658,29.8856716828551
长寿,重庆市长寿区晏家镇石门村,成都铁路局, ,客运站,重庆,长寿区,106.963378,29.7904979999999,106.959329,29.793257,106.96994163799,29.7961663584213
潮汕,广东省潮汕市潮安县沙溪镇,广铁集团, ,客运站,广东,潮州,116.587914,23.5366329999999,116.583575,23.539379,116.594415137705,23.5425356568136
潮州,广东省潮州市安揭路,广铁集团, ,客运站,广东,潮州,116.584228,23.6383459999999,116.579882,23.641098,116.59073183456,23.6442535778061
饶平,广东省潮州市饶平县高堂镇,广铁集团, ,客运站,广东,潮州,116.933237,23.711634,116.928732999999,23.714379,116.939781984022,23.7172814048032
常平,广东省东莞市常平镇口岸大道13号,广铁集团, ,客运站,广东,东莞,114.006309,22.983108,114.00127,22.9858259999999,114.012728721745,22.9894362849498
东莞东,广东省东莞市常平镇麦元乡,广铁集团, ,客运站,广东,东莞,114.039064999999,22.96726,114.033952,22.9698929999999,114.04548851104,22.9735879928581
虎门,广东省东莞市虎门镇,广铁集团, ,客运站,广东,东莞,113.673421,22.861466,113.668295,22.864348,113.679886006697,22.8676363110277
东莞,广东省东莞市石龙镇西湖区环湖西路,广铁集团, ,客运站,广东,东莞,113.858948,23.0874929999999,113.853979,23.090335,113.865391732718,23.0938092252073
樟木头,广东省东莞市樟木头镇,广铁集团, ,客运站,广东,东莞,114.067369,22.9015109999999,114.062222,22.904118,114.073803117427,22.9078406952842
丰顺,广东省丰顺县,广铁集团, ,客运站,广东,梅州,116.19071,23.750646,116.186066999999,23.753183,116.19714811244,23.7569382495649
顺德学院,广东省佛山市顺德区大良街道兆利大街逢沙村,广铁集团, ,客运站,广东,佛山,113.319608,22.822778,113.314216,22.825507,113.32614451753,22.8285885136916
顺德,广东省佛山市顺德区伦教镇三洲村北傍中路,广铁集团, ,客运站,广东,佛山,113.276416,22.875677,113.271092999999,22.8784519999999,113.282962961618,22.8814560376875
高州,广东省高州市山美管区同进村高州火车站,广铁集团, ,客运站,广东,茂名,110.889025,21.895599,110.884539,21.8984829999999,110.895579414914,21.901286144278
佛山,广东省广东省佛山市禅城区站前路30号,广铁集团, ,客运站,广东,佛山,113.103908,23.047346,113.098416,23.049878,113.110470367255,23.0530264732445
三水,广东省广东省佛山市三水区站前街1号,广铁集团, ,客运站,广东,佛山,112.887806,23.15912,112.882763999999,23.161973,112.894364014757,23.1648051514506
碧江,广东省广东省佛山市顺德区北滘镇碧江村长宁路17号对面,广铁集团, ,客运站,广东,佛山,113.262439,22.9498019999999,113.257123,22.952555,113.268986777496,22.9555702916239
北滘,广东省广东省佛山市顺德区北滘镇西海村群力路与三乐路交叉口轻轨北滘站,广铁集团, ,客运站,广东,佛山,113.263634999999,22.915427,113.25832,22.918195,113.270183787538,22.9211975011786
容桂,广东省广东省佛山市顺德区容桂街道扁滘村广珠城际铁路容桂轻轨站站,广铁集团, ,客运站,广东,佛山,113.309763,22.751957,113.304395,22.754728,113.316304931668,22.7577598742212
光明城,广东省广东省深圳市光明区,广铁集团, ,客运站,广东,深圳,113.954517,22.7332369999999,113.949612,22.7361949999999,113.960956608441,22.7395693947127
广州南,广东省广州市番禺区钟村镇石壁村广州南车站,广铁集团, ,客运站,广东,广州,113.269446,22.988726,113.264122,22.9914589999999,113.275988589512,22.9944989117348
广州北,广东省广州市花都区站前路1号,广铁集团, ,客运站,广东,广州,113.20451,23.3770309999999,113.199136,23.3795989999999,113.211057122034,23.3827645290084
广州,广东省广州市环市西路１５９号,广铁集团, ,客运站,广东,广州,113.257569,23.14891,113.252242,23.151582,113.264106943571,23.154674061714
庆盛,广东省广州市南沙区东涌镇庆盛村庆沙路88号,广铁集团, ,客运站,广东,广州,113.491423,22.8661379999999,113.486103,22.868901,113.497951109049,22.8721466824295
广州东,广东省广州市天河区东站路一号　,广铁集团, ,客运站,广东,广州,113.324594,23.150109,113.31917,23.1526929999999,113.331110883449,23.1559198019441
和平,广东省河源市和平县,广铁集团, ,客运站,广东,河源,114.968801,24.457574,114.964084,24.460519,114.975379656814,24.4632227934275
河源,广东省河源市建设大道西站前路,广铁集团, ,客运站,广东,河源,114.68321,23.7593999999999,114.67854,23.762084,114.689726079299,23.7651999416661
惠东,广东省惠东县稔山镇,广铁集团, ,客运站,广东,惠州,114.794580999999,22.844085,114.789929,22.846909,114.801151466371,22.8498195675199
葵潭,广东省惠来县葵潭镇,广铁集团, ,客运站,广东,揭阳,115.996422,23.0647279999999,115.991827,23.067425,116.002836085293,23.0710620363958
惠州西,广东省惠州市惠城区共联村,广铁集团, ,客运站,广东,惠州,114.362573,23.0918209999999,114.357609999999,23.0943539999999,114.369032488185,23.0979570479628
惠州南,广东省惠州市惠阳区,广铁集团, ,客运站,广东,惠州,114.492344,22.7843249999999,114.487596,22.7871139999999,114.498871568733,22.790350619854
惠州,广东省惠州市江北,广铁集团, ,客运站,广东,惠州,114.416591,23.1517829999999,114.411621,23.1542649999999,114.423069120368,23.1578735961866
江门,广东省江门市江海区五邑路江门城轨站,广铁集团, ,客运站,广东,江门,113.103264,22.5609779999999,113.097804,22.563665,113.109846309236,22.5666605702625
新会,广东省江门市新会区东甲村,广铁集团, ,客运站,广东,江门,113.071147999999,22.517644,113.065717,22.52035,113.077725293479,22.5233101506794
揭阳,广东省揭阳市榕城区,广铁集团, ,客运站,广东,揭阳,116.369828,23.570345,116.365121,23.572747,116.376274818378,23.5764738726815
乐昌,广东省乐昌市昌山中路22号,广铁集团, ,客运站,广东,韶关,113.357197,25.1293229999999,113.351569,25.1320149999999,113.363712510759,25.1351645780319
坪石,广东省乐昌市坪石镇,广铁集团, ,客运站,广东,韶关,113.054092,25.2845,113.0485,25.287196,113.060637687629,25.2901513628653
雷州,广东省雷州市洪富村,广铁集团, ,客运站,广东,湛江,110.046184999999,20.919086,110.041764,20.921502,110.052617744974,20.9254040552311
龙川,广东省龙川县,广铁集团, ,客运站,广东,河源,115.23746,24.1123219999999,115.232620999999,24.11506,115.244022798266,24.118071237523
信宜,广东省茂名市信宜市东镇镇塘面村,广铁集团, ,客运站,广东,茂名,110.965979,22.330331,110.961314,22.3333009999999,110.972546852583,22.3359906042645
茂名东,广东省茂名市站前五路,广铁集团, ,客运站,广东,茂名,110.927905,21.643232,110.923389,21.6459979999999,110.93444179684,21.6488984128436
梅州,广东省梅州市彬芳南路,广铁集团, ,客运站,广东,梅州,116.131277999999,24.259105,116.126468,24.261733,116.13773348284,24.2654327643463
大埔,广东省梅州市大埔县三河镇,广铁集团, ,客运站,广东,梅州,116.577201,24.4095869999999,116.5728,24.412592,116.583741686753,24.4155099136248
华城,广东省梅州市五华县,广铁集团, ,客运站,广东,梅州,115.624895,24.0707829999999,115.62027,24.073674,115.631368382251,24.076911239066
普宁,广东省普宁市流沙镇,广铁集团, ,客运站,广东,揭阳,116.199423999999,23.26671,116.194832,23.2692739999999,116.205863483852,23.2729979879542
源潭,广东省清远市清城区源潭镇跃进路1号,广铁集团, ,客运站,广东,清远,113.20207,23.6624419999999,113.196672,23.665004,113.208618702579,23.668173706524
清远,广东省清远市清城区洲心镇洲沙村武广清远站,广铁集团, ,客运站,广东,清远,113.134525999999,23.6940759999999,113.129009999999,23.6965259999999,113.141080965134,23.6997697649393
潮阳,广东省汕头市潮阳区,广铁集团, ,客运站,广东,汕头,116.422009,23.3813339999999,116.417305,23.3837359999999,116.428478279223,23.3874192914556
汕头,广东省汕头市泰山路61号,广铁集团, ,客运站,广东,汕头,116.754727,23.3720029999999,116.750151,23.3745809999999,116.761258152457,23.3777490366865
汕尾,广东省汕尾市东涌镇,广铁集团, ,客运站,广东,汕尾,115.428644,22.8106739999999,115.423704,22.8133009999999,115.435176870705,22.8166058031675
韶关,广东省韶关市武江区西联武广韶关站？,广铁集团, ,客运站,广东,韶关,113.514312,24.750494,113.508943,24.753418,113.520841636135,24.756528130232
韶关东,广东省韶关市浈江区站南路1号,广铁集团, ,客运站,广东,韶关,113.604349,24.794058,113.599162,24.7971189999999,113.610837866999,24.8001693306448
深圳东,广东省深圳市龙岗区布吉街道办吉华路94号,广铁集团, ,客运站,广东,深圳,114.118789,22.601157,114.113686,22.6038409999999,114.125252460853,22.607483662997
深圳坪山,广东省深圳市龙岗区坪山新区,广铁集团, ,客运站,广东,深圳,114.326294,22.7077649999999,114.321406,22.710511,114.332766543603,22.7139377257841
深圳北,广东省深圳市龙华新区民治街道民塘路,广铁集团, ,客运站,广东,深圳,114.028989999999,22.609183,114.023922,22.611958,114.035430697001,22.6155134991815
深圳,广东省深圳市罗湖区建设路1003号,广铁集团, ,客运站,广东,深圳,114.11717,22.53161,114.112069,22.534299,114.12363411368,22.5379363627727
深圳西,广东省深圳市南山区学府西路,广铁集团, ,客运站,广东,深圳,113.907508,22.528051,113.902647,22.531105,113.913965716108,22.5343822155372
兴宁,广东省兴宁市兴南大道末端,广铁集团, ,客运站,广东,梅州,115.728722,24.102421,115.72395,24.105162,115.73517872461,24.1086455444018
徐闻,广东省徐闻县城北区,广铁集团, ,客运站,广东,湛江,110.145957999999,20.3462299999999,110.141549,20.3484729999999,110.152427121034,20.3525351384393
阳春,广东省阳春市,广铁集团, ,客运站,广东,阳江,111.761486,22.189947,111.756315,22.1927759999999,111.767950541523,22.1961950938424
英德,广东省英德市大站镇,广铁集团, ,客运站,广东,清远,113.439425,24.159094,113.433867,24.161715,113.445958720403,24.1650389012387
英德西,广东省英德市英城街道长岭村委会英德西站,广铁集团, ,客运站,广东,清远,113.350639,24.1599609999999,113.345093,24.162602,113.357171351734,24.1657986633775
陆丰,广东省于陆丰市城东镇,广铁集团, ,客运站,广东,汕尾,115.733161999999,22.948021,115.728464,22.950765,115.739617999507,22.9542512377324
湛江西,广东省湛江市麻章区英豪村,广铁集团, ,客运站,广东,湛江,110.28058,21.21591,110.276244,21.218425,110.28702125568,21.2221141250354
肇庆,广东省肇庆市站北路,广铁集团, ,客运站,广东,肇庆,112.447862,23.081471,112.442563,23.084038,112.454356699152,23.0875354264333
古镇,广东省中山市古镇镇旺来工业区对面古镇轻轨站,广铁集团, ,客运站,广东,中山,113.206135,22.5979689999999,113.200815,22.600802,113.212716102918,22.6037104130972
中山,广东省中山市火炬开发区泗门村建宁路城轨中山站,广铁集团, ,客运站,广东,中山,113.433218,22.543785,113.42776,22.546492,113.439759827582,22.549724465484
南朗,广东省中山市南朗镇佳朗路,广铁集团, ,客运站,广东,中山,113.533846,22.4897139999999,113.528695,22.492684,113.540374929551,22.4957681066107
南头,广东省中山市南头镇南头大道,广铁集团, ,客运站,广东,深圳,113.907508,22.528051,113.902647,22.531105,113.913965716108,22.5343822155372
中山北,广东省中山市石岐区民盈西路1号,广铁集团, ,客运站,广东,中山,113.382596,22.557285,113.377117,22.559978,113.389135173183,22.5631612906105
东升,广东省中山市小榄镇东升轻轨站,广铁集团, ,客运站,广东,中山,113.284403,22.6047259999999,113.279088,22.6075699999999,113.290957738335,22.610511001142
小榄,广东省中山市小榄镇绩东一民安中路,广铁集团, ,客运站,广东,中山,113.269955,22.6472629999999,113.264653,22.6501139999999,113.276513407572,22.6530388450979
唐家湾,广东省珠海市高新区金凤路399号,广铁集团, ,客运站,广东,珠海,113.551424,22.3628269999999,113.54633,22.365825,113.557944465693,22.368894820031
珠海,广东省珠海市香洲区昌盛路5号,广铁集团, ,客运站,广东,珠海,113.549376,22.2152059999999,113.544287,22.218163,113.555892469077,22.221271380922
珠海北,广东省珠海市香洲区高新区金峰北路300号,广铁集团, ,客运站,广东,珠海,113.551838,22.401122,113.546743,22.4041269999999,113.558359577957,22.4071911190085
明珠,广东省珠海市香洲区明珠北路35号,广铁集团, ,客运站,广东,珠海,113.514985,22.268742,113.509787,22.271626,113.521515077141,22.2747745275045
前山,广东省珠海市香洲区前山港昌路666号,广铁集团, ,客运站,广东,珠海,113.52621,22.2344389999999,113.521051,22.237345,113.532734618838,22.2404824971573
桃映,贵州省江口县桃映镇,广铁集团, ,乘降所,贵州,铜仁,109.021351999999,27.8605869999999,109.016865999999,27.863878,109.027910226844,27.8662443865437
松桃,贵州省松桃县孟溪镇,广铁集团, ,客运站,贵州,铜仁,108.972827,28.076574,108.968518,28.080044,108.97940046768,28.082237450184
铜仁,贵州省铜仁市清水北路1号,广铁集团, ,客运站,贵州,铜仁,109.204601999999,27.74024,109.200042,27.743538,109.211160413432,27.7459809297967
美兰,海南省海口市美兰区美兰机场海南航空交通管理站斜对面,广铁集团, ,客运站,海南,海口,110.461372999999,19.941569,110.456958,19.943532,110.467871444794,19.9476175987932
海口,海南省海口市秀英区粤海大道,广铁集团, ,客运站,海南,海口,110.16252,20.0273779999999,110.158159,20.029411,110.168977852175,20.0336737631868
海口东,海南省海口市迎宾大道凤翔路与龙昆南路交界处海口火车东公交站,广铁集团, ,客运站,海南,海口,110.3432,19.983649,110.338804999999,19.985634,110.349660974299,19.9897961608161
陵水,海南省陵水县县城怡景湾宾馆前马路往陵水火车站,广铁集团, ,客运站,海南,陵水黎族自治县,110.032798,18.5361979999999,110.028531,18.5378399999999,110.039249904465,18.5425179644888
琼海,海南省琼海市爱华东路嘉积镇琼海火车站,广铁集团, ,客运站,海南,琼海,110.491281,19.240417,110.486977,19.242111,110.497777365568,19.246436259616
博鳌,海南省琼海市中原镇博鳌火车站,广铁集团, ,客运站,海南,琼海,110.486542,19.136824,110.482231,19.1385,110.493043261224,19.1428485458506
亚龙湾,海南省三亚市吉阳镇吉阳大道亚龙湾火车站,广铁集团, ,客运站,海南,三亚,109.602286,18.302581,109.598336,18.304451,109.608783488716,18.3086857813994
三亚,海南省三亚市育秀路10号三亚火车站,广铁集团, ,客运站,海南,三亚,109.49287,18.2963759999999,109.488727999999,18.2980389999999,109.499398112277,18.3023836025251
神州,海南省万宁市礼纪镇莲花村,广铁集团, ,客运站,海南,万宁,110.307965999999,18.724798,110.303711,18.726485,110.314440507108,18.7309808294918
万宁,海南省万宁市万安大道环市二西路,广铁集团, ,客运站,海南,万宁,110.381286,18.807748,110.376885,18.8093119999999,110.387771428784,18.8138666790493
文昌,海南省文昌市南阳镇宝鸡新村文昌火车站,广铁集团, ,客运站,海南,文昌,110.737594,19.606517,110.73316,19.6083509999999,110.744109509349,19.6122841329153
安化,湖南省安化县坪口镇,广铁集团, ,客运站,湖南,益阳,111.100576,28.0342319999999,111.095099,28.037406,111.107153470599,28.0399154006485
澧县,湖南省常德市澧县金罗镇,广铁集团, ,客运站,湖南,常德,111.604539,29.8193449999999,111.599037999999,29.822118,111.610997447325,29.8254501117894
石门县北,湖南省常德市石门县东城,广铁集团, ,客运站,湖南,常德,111.434644,29.600662,111.428828999999,29.603133,111.441150512807,29.6065977999666
常德,湖南省常德市武陵大道北段,广铁集团, ,客运站,湖南,常德,111.695052,29.071368,111.689446,29.074366,111.701486043598,29.077551584405
郴州,湖南省郴州市解放路1号,广铁集团, ,客运站,湖南,郴州,113.033214,25.8081989999999,113.027642,25.811128,113.039762968183,25.8138416780541
郴州西,湖南省郴州市开发区增湖路,广铁集团, ,客运站,湖南,郴州,112.969977,25.736072,112.96463,25.739141,112.976522350667,25.7417149977306
辰溪,湖南省辰溪县火马冲,广铁集团, ,客运站,湖南,怀化,110.255349,27.878757,110.250631,27.8821,110.261783485303,27.8849843134396
衡山西,湖南省衡山县开云镇,广铁集团, ,客运站,湖南,衡阳,112.789199999999,27.247775,112.783731,27.251123,112.795757231053,27.2535123003316
衡山,湖南省衡阳市衡山县,广铁集团, ,客运站,湖南,衡阳,112.789199999999,27.247775,112.783731,27.251123,112.795757231053,27.2535123003316
祁东,湖南省衡阳市祁东县双桥镇林星村,广铁集团, ,客运站,湖南,衡阳,112.065702,26.7599899999999,112.06007,26.7632699999999,112.072128151631,26.7663136169712
衡阳,湖南省衡阳市珠晖区车站坪1号,广铁集团, ,客运站,湖南,衡阳,112.631091,26.889835,112.625838,26.893414,112.637621450977,26.8956962463085
衡阳东,湖南省衡阳市珠晖区衡州街道,广铁集团, ,客运站,湖南,衡阳,112.709650999999,26.8964469999999,112.704232,26.8998899999999,112.716196709003,26.9022348678837
怀化,湖南省怀化市鹤洲路1号,广铁集团, ,客运站,湖南,怀化,109.967322999999,27.557198,109.962743,27.5606049999999,109.973708234309,27.5635094384803
麻阳,湖南省怀化市麻阳县高村镇,广铁集团, ,客运站,湖南,怀化,109.803383,27.855608,109.798732,27.859002,109.809814896168,27.8618814176281
会同,湖南省会同县林城镇建设路,广铁集团, ,客运站,湖南,怀化,109.732263,26.8823189999999,109.727632,26.885774,109.738712593033,26.8885372412027
吉首,湖南省吉首市光明东路,广铁集团, ,客运站,湖南,湘西土家族苗族自治州,109.735097,28.324501,109.730367,28.3278919999999,109.741553574365,28.330724267062
靖州,湖南省靖州苗族洞族自治县渠阳镇下熙街1号,广铁集团, ,客运站,湖南,怀化,109.688199,26.566398,109.683656,26.5699259999999,109.694663501092,26.5725776760605
耒阳西,湖南省耒阳市三顺办事处,广铁集团, ,客运站,湖南,衡阳,112.788258,26.4143529999999,112.782850999999,26.4177709999999,112.794845296356,26.4200965967969
耒阳,湖南省耒阳市灶市街道办事处车站路1号,广铁集团, ,客运站,湖南,衡阳,112.822749,26.40401,112.817396,26.407482,112.829344122829,26.409736201277
冷水江东,湖南省冷水江市毛易镇金竹东路,广铁集团, ,客运站,湖南,娄底,111.493942,27.684915,111.488417,27.688198,111.500444218402,27.690920876707
涟源,湖南省涟源市车站路1号,广铁集团, ,客运站,湖南,娄底,111.675687999999,27.684771,111.670233,27.688157,111.682115420174,27.6909317858743
临湘,湖南省临湘市火车站北街76号,广铁集团, ,客运站,湖南,岳阳,113.484027,29.474941,113.478177,29.477547,113.490532540155,29.4809374186769
娄底,湖南省娄底市娄星区氐星路,广铁集团, ,客运站,湖南,娄底,112.006324,27.739559,112.000766,27.7428409999999,112.012709682877,27.7458742364089
锦和,湖南省麻阳县锦和镇,广铁集团, ,乘降所,湖南,怀化,109.605206999999,27.720817,109.600736,27.724328,109.611663248254,27.7269181107172
汨罗东,湖南省汨罗市龙舟南路？,广铁集团, ,客运站,湖南,岳阳,113.144243,28.7457649999999,113.138353,28.748798,113.150844114597,28.7514743979591
汨罗,湖南省汨罗市新站路,广铁集团, ,客运站,湖南,岳阳,113.075682,28.813763,113.069768999999,28.81672,113.082267754381,28.8194318748
祁阳,湖南省祁阳县浯溪镇长虹村站前路,广铁集团, ,客运站,湖南,永州,111.831879,26.608502,111.826517999999,26.6120489999999,111.838340371332,26.6148059955971
韶山,湖南省韶山市清溪镇,广铁集团, ,客运站,湖南,湘潭,112.524007,27.924821,112.518587999999,27.9282159999999,112.53052623061,27.9308095810696
邵东,湖南省邵东县两市镇,广铁集团, ,客运站,湖南,邵阳,111.750195,27.271428,111.74467,27.2747549999999,111.756622733116,27.2776619145695
邵阳,湖南省邵阳市大祥区城南乡邵洲路,广铁集团, ,客运站,湖南,邵阳,111.461145,27.213424,111.455568,27.2166579999999,111.467655532254,27.2193936820077
石门县,湖南省石门县,广铁集团, ,乘降所,湖南,邵阳,111.36781,29.588857,111.362032,29.591332,111.374314671504,29.594709966862
通道,湖南省通道县县溪镇,广铁集团, ,客运站,湖南,怀化,109.632187,26.315985,109.627776,26.31953,109.638664465347,26.3221142448692
塘豹,湖南省通道县县溪镇塘豹村,广铁集团, ,乘降所,湖南,怀化,109.62221,26.206982,109.617821,26.21048,109.628687949284,26.2131023018112
湘潭,湖南省湘潭市雨湖区车站路556号,广铁集团, ,客运站,湖南,湘潭,112.913062999999,27.875257,112.907681,27.878751,112.919633146132,27.8809270494649
猛洞河,湖南省湘西自治州古丈县罗依溪镇,广铁集团, ,客运站,湖南,湘西土家族苗族自治州,109.989002,28.6922479999999,109.984277,28.695532,109.995416861551,28.6985698246008
湘乡,湖南省湘乡市车站路,广铁集团, ,客运站,湖南,湘潭,112.529394999999,27.7446589999999,112.524006,27.74804,112.535905375613,27.7506387373704
新化,湖南省新化县天华南路,广铁集团, ,客运站,湖南,娄底,111.304575,27.728006,111.299113,27.731262,111.311095535377,27.7337998592703
新晃,湖南省新晃侗族自治县　,广铁集团, ,客运站,湖南,怀化,109.196776,27.348503,109.192231,27.3517949999999,109.203330901007,27.354240053157
低庄,湖南省溆浦县低庄镇,广铁集团, ,客运站,湖南,怀化,110.715644999999,28.0492519999999,110.710731,28.0526389999999,110.72219040412,28.0550375216815
溆浦,湖南省溆浦县卢峰镇,广铁集团, ,客运站,湖南,怀化,110.577876,27.926527,110.573237,27.9300509999999,110.584394901279,27.9324497302522
益阳,湖南省益阳市朝阳开发区迎宾西路445号,广铁集团, ,客运站,湖南,益阳,112.395174999999,28.4967569999999,112.389426,28.499887,112.401664589531,28.5028694771481
马田墟,湖南省永兴县马田镇罗尾村,广铁集团, ,乘降所,湖南,益阳,112.885631,26.102435,112.880387,26.105839,112.892213793276,26.1081209326089
永州,湖南省永州市冷水滩区潇湘大道,广铁集团, ,客运站,湖南,永州,111.570947,26.4541089999999,111.565697,26.457695,111.577455628179,26.4601927127371
路口铺,湖南省岳阳市,广铁集团, ,客运站,湖南,岳阳,113.365996,29.509972,113.36,29.512452,113.37250388479,29.5158203766402
岳阳东,湖南省岳阳市巴陵路东端,广铁集团, ,客运站,湖南,岳阳,113.208067,29.36625,113.202239,29.3689329999999,113.214628378826,29.3719858787756
岳阳,湖南省岳阳市站前路,广铁集团, ,客运站,湖南,岳阳,113.120079,29.376408,113.114104,29.378943,113.126646394607,29.3820941013598
慈利,湖南省张家界市慈利县零阳镇,广铁集团, ,客运站,湖南,张家界,111.118887,29.417031,111.113294,29.419568,111.125450026671,29.422720362554
张家界,湖南省张家界市永定区官黎坪乡,广铁集团, ,客运站,湖南,张家界,110.486552,29.1045389999999,110.481632,29.1074349999999,110.493057013511,29.1105681168481
长沙,湖南省长沙市车站中路406号,广铁集团, ,客运站,湖南,长沙,113.013032,28.193949,113.007341999999,28.197261,113.019606981897,28.1995959702162
长沙南,湖南省长沙市雨花区花侯路,广铁集团, ,客运站,湖南,长沙,113.065259,28.146991,113.059419,28.1501769999999,113.071838166011,28.1526510827101
泸阳,湖南省中方县泸阳镇,广铁集团, ,乘降所,湖南,长沙,110.094785,27.6020749999999,110.08989,27.6052019999999,110.101185754711,27.6083843344767
株洲,湖南省株洲市芦淞区人民中路103号,广铁集团, ,客运站,湖南,株洲,113.15673,27.835476,113.150937,27.8386549999999,113.163304782297,27.8411845629098
株洲西,湖南省株洲市天元区群丰镇响塘村炎帝大道,广铁集团, ,客运站,湖南,株洲,113.068612,27.791042,113.062796,27.794172,113.075171325356,27.7966994105409
梅江,重庆市秀山县梅江镇,广铁集团, ,乘降所,重庆,秀山县,109.049565,28.262259,109.044955,28.265525,109.05614903066,28.2679294982346
古里金,滨洲线395KM,哈尔滨铁路局, ,乘降所,黑龙江,大兴安岭地区,122.811935,47.851556,122.805651,47.849443,122.818557036472,47.8572583447445
完工,陈巴尔虎旗呼和诺尔镇完工站,哈尔滨铁路局, ,客运站,内蒙古自治区,呼伦贝尔,118.898013,49.186596,118.89071,49.184862,118.904644680198,49.1922549163639
哈尔滨东,哈尔滨市道外区桦树街1号,哈尔滨铁路局, ,客运站,黑龙江,哈尔滨,126.710863,45.788479,126.704704,45.786416,126.717420936894,45.7942327657875
换新天,黑龙江农垦总局建三江分局创业农场,哈尔滨铁路局, ,客运站,黑龙江,佳木斯,133.0697,47.368572,133.061862999999,47.365915,133.076301370755,47.3741642417067
建三江,黑龙江农垦总局建三江分局站前路,哈尔滨铁路局, ,客运站,黑龙江,佳木斯,132.642536,47.253146,132.63529,47.250855,132.649067627907,47.2589574115412
安达,黑龙江省安达市铁路街,哈尔滨铁路局, ,客运站,黑龙江,绥化,125.322134,46.4030959999999,125.315195,46.4011089999999,125.328705278368,46.4088893371077
羊草,黑龙江省安达市羊草镇,哈尔滨铁路局, ,客运站,黑龙江,绥化,125.425411,46.3344999999999,125.41835,46.332419,125.431969135803,46.3404254918018
北安,黑龙江省北安市,哈尔滨铁路局, ,客运站,黑龙江,黑河,126.512272,48.2356759999999,126.505719,48.233558,126.518819940617,48.2416863325289
二井,黑龙江省北安市二井镇,哈尔滨铁路局, ,乘降所,黑龙江,黑河,126.527984,48.3568539999999,126.521477,48.3548139999999,126.53454078633,48.3628457220704
佛岭,黑龙江省勃利县城西佛岭村,哈尔滨铁路局, ,乘降所,黑龙江,七台河,130.576456,45.627752,130.569228,45.6256899999999,130.582980555879,45.6336606180916
勃利,黑龙江省勃利县城西街站前路84号,哈尔滨铁路局, ,客运站,黑龙江,七台河,130.559813999999,45.755996,130.552535,45.753942,130.566343709407,45.7619323502854
互助,黑龙江省勃利县青山乡互助站,哈尔滨铁路局, ,乘降所,黑龙江,七台河,130.684348,45.796818,130.676905,45.79469,130.690888767851,45.8025864168608
通天屯,黑龙江省勃利县蔬菜新村,哈尔滨铁路局, ,乘降所,黑龙江,七台河,130.54669,45.711896,130.539386,45.709805,130.553217093388,45.7178501540145
八村,黑龙江省大庆市大同区林源镇八村,哈尔滨铁路局, ,乘降所,黑龙江,大庆,124.734652,46.2981589999999,124.728091,46.29627,124.741251995577,46.3039083859597
林源,黑龙江省大庆市大同区林源镇北街1号,哈尔滨铁路局, ,客运站,黑龙江,大庆,124.764146999999,46.344599,124.757565,46.342713,124.770767288376,46.3503314198069
向阳村,黑龙江省大庆市大同区双榆乡,哈尔滨铁路局, ,乘降所,黑龙江,大庆,124.572937999999,46.0696739999999,124.5667,46.0679039999999,124.579483319861,46.0755985901118
新华屯,黑龙江省大庆市大同区双榆乡新华街,哈尔滨铁路局, ,客运站,黑龙江,大庆,124.631587999999,46.1480779999999,124.625311999999,46.14632,124.638140155753,46.1539237382174
